feature,route,page,page_file,screen_level,archetype,body_grade,official_density_score,visual_density_risk_score,visual_density_priority,tokenized_fixed_height_refs,tokenized_gap_refs,spacer_refs,manual_content_refs,bottom_inset_refs,root_top_chrome_refs,detail_top_chrome_refs,scroll_refs,grid_or_wrap_refs,root_causes,recommendation,source_files,unresolved_source_files
markets,AppRoutePaths.marketsOverview,MarketOverviewPage,flutter_app/lib/features/markets/presentation/pages/market_overview_page.dart,L2_sectionHub,detail,A,0,33,P2_MEDIUM_DENSITY_REVIEW,0,10,0,0,6,0,1,1,0,very_high_vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/markets/presentation/pages/market_overview_page.dart;flutter_app/lib/features/markets/presentation/pages/market_overview_page_part_01.dart;flutter_app/lib/features/markets/presentation/pages/market_overview_page_part_02.dart;flutter_app/lib/features/markets/presentation/pages/market_overview_page_part_03.dart;flutter_app/lib/features/markets/presentation/widgets/market_body_review_widgets.dart,
earn,AppRoutePaths.earnMultiChain,StakingMultiChainPage,flutter_app/lib/features/earn/presentation/pages/staking_multi_chain_page.dart,L2_detail,detail,A,0,32,P2_MEDIUM_DENSITY_REVIEW,1,9,0,0,5,0,1,1,1,very_high_vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/earn/presentation/pages/staking_multi_chain_page.dart;flutter_app/lib/features/earn/presentation/widgets/staking_multi_chain_page_common.dart;flutter_app/lib/features/earn/presentation/widgets/staking_multi_chain_page_sections.dart,
launchpad,AppRoutePaths.launchpadRebalance,LaunchpadRebalancePage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_rebalance_page.dart,L2_detail,detail,A,1,32,P2_MEDIUM_DENSITY_REVIEW,0,12,0,0,3,0,1,1,2,very_high_vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/launchpad/presentation/pages/launchpad_rebalance_page.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_rebalance_allocation.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_rebalance_calculations.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_rebalance_confirm_sheet.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_rebalance_deviation.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_rebalance_hero.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_rebalance_strategy.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_rebalance_suggestions.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_rebalance_summary.dart,
launchpad,AppRoutePaths.launchpadWebhooks,LaunchpadWebhooksPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_webhooks_page.dart,L2_detail,detail,A,1,32,P2_MEDIUM_DENSITY_REVIEW,0,15,0,0,0,0,1,3,6,very_high_vertical_gap_accumulation;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/launchpad/presentation/pages/launchpad_webhooks_page.dart;flutter_app/lib/features/launchpad/presentation/pages/launchpad_webhooks_page_part_01.dart;flutter_app/lib/features/launchpad/presentation/pages/launchpad_webhooks_page_part_02.dart;flutter_app/lib/features/launchpad/presentation/pages/launchpad_webhooks_page_part_03.dart;flutter_app/lib/features/launchpad/presentation/pages/launchpad_webhooks_page_part_04.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_webhooks_common_widgets.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_webhooks_form_controls.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_webhooks_sheet_state.dart,
earn,AppRoutePaths.earnSavingsLadder,SavingsLadderPage,flutter_app/lib/features/earn/presentation/pages/savings_ladder_page.dart,L3_transactionFlow,detail,A,0,31,P2_MEDIUM_DENSITY_REVIEW,0,15,0,0,0,0,1,1,2,very_high_vertical_gap_accumulation;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/earn/presentation/pages/savings_ladder_page.dart;flutter_app/lib/features/earn/presentation/widgets/earn_custody_risk_banner.dart;flutter_app/lib/features/earn/presentation/widgets/savings_ladder_analysis.dart;flutter_app/lib/features/earn/presentation/widgets/savings_ladder_builder_config.dart;flutter_app/lib/features/earn/presentation/widgets/savings_ladder_common.dart;flutter_app/lib/features/earn/presentation/widgets/savings_ladder_formatters.dart;flutter_app/lib/features/earn/presentation/widgets/savings_ladder_hero.dart;flutter_app/lib/features/earn/presentation/widgets/savings_ladder_rung_manager.dart;flutter_app/lib/features/earn/presentation/widgets/savings_ladder_timeline.dart,
earn,AppRoutePaths.earnSavingsNotificationPreferences,SavingsNotificationPreferencesPage,flutter_app/lib/features/earn/presentation/pages/savings_notification_preferences_page.dart,L2_detail,detail,A,0,31,P2_MEDIUM_DENSITY_REVIEW,0,10,0,0,5,0,1,1,1,very_high_vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/earn/presentation/pages/savings_notification_preferences_page.dart;flutter_app/lib/features/earn/presentation/widgets/earn_custody_risk_banner.dart;flutter_app/lib/features/earn/presentation/widgets/savings_notification_preferences_common.dart;flutter_app/lib/features/earn/presentation/widgets/savings_notification_preferences_delivery.dart;flutter_app/lib/features/earn/presentation/widgets/savings_notification_preferences_events.dart;flutter_app/lib/features/earn/presentation/widgets/savings_notification_preferences_summary.dart,
p2p,AppRoutePaths.p2pSecurityDevices,P2PDeviceManagementPage,flutter_app/lib/features/p2p/presentation/pages/p2p_device_management_page.dart,L2_utilityDetail,detail,A,0,31,P2_MEDIUM_DENSITY_REVIEW,0,9,0,0,6,0,1,1,1,very_high_vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/p2p/presentation/pages/p2p_device_management_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_device_management_cards.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_device_management_overview.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_device_management_tips.dart;flutter_app/lib/features/p2p/presentation/widgets/vit_p2p_flow_scaffold.dart,
p2p,'/p2p/dispute/detail/:disputeId',P2PDisputeDetailPage,flutter_app/lib/features/p2p/presentation/pages/p2p_dispute_detail_page.dart,L2_entityDetail,detail,C,6,31,P2_MEDIUM_DENSITY_REVIEW,0,12,0,0,0,0,1,1,1,very_high_vertical_gap_accumulation;official_audit_blind_spot,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/p2p/presentation/pages/p2p_dispute_detail_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_dispute_actions_card.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_dispute_detail_common.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_dispute_escalation_card.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_dispute_evidence_card.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_dispute_status_banner.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_dispute_support_chat.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_dispute_timeline_card.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_dispute_widgets.dart,
p2p,AppRoutePaths.p2pDisputes,P2PDisputesPage,flutter_app/lib/features/p2p/presentation/pages/p2p_disputes_page.dart,L2_detail,detail,A,0,31,P2_MEDIUM_DENSITY_REVIEW,0,9,0,0,6,0,1,1,0,very_high_vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/p2p/presentation/pages/p2p_disputes_page.dart,
p2p,AppRoutePaths.p2pTradingLevel,P2PTradingLevelPage,flutter_app/lib/features/p2p/presentation/pages/p2p_trading_level_page.dart,L2_detail,detail,A,0,31,P2_MEDIUM_DENSITY_REVIEW,0,11,0,0,4,0,1,1,0,very_high_vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/p2p/presentation/pages/p2p_trading_level_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_trading_level_cards.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_trading_level_hero_progress.dart,
support,AppRoutePaths.support,SupportPage,flutter_app/lib/features/support/presentation/pages/support_page.dart,L1_utilityHub,detail,A,0,31,P2_MEDIUM_DENSITY_REVIEW,0,15,0,0,0,0,1,1,2,very_high_vertical_gap_accumulation;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/support/presentation/pages/support_page.dart;flutter_app/lib/features/support/presentation/widgets/support_context_card.dart;flutter_app/lib/features/support/presentation/widgets/support_faq_common.dart;flutter_app/lib/features/support/presentation/widgets/support_quick_contacts_tabs.dart;flutter_app/lib/features/support/presentation/widgets/support_tickets.dart,
dca,AppRoutePaths.devDcaOverview,DCAOverviewDemo,flutter_app/lib/features/dca/presentation/pages/dca_overview_demo.dart,L2_sectionHub,detail,A,1,30,P2_MEDIUM_DENSITY_REVIEW,0,12,1,0,0,0,1,1,0,very_high_vertical_gap_accumulation;spacer_inside_cards;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/dca/presentation/pages/dca_overview_demo.dart;flutter_app/lib/features/dca/presentation/widgets/dca_overview_demo_actions.dart;flutter_app/lib/features/dca/presentation/widgets/dca_overview_demo_metrics.dart;flutter_app/lib/features/dca/presentation/widgets/dca_overview_demo_shell.dart,
earn,AppRoutePaths.earnRiskDashboard,StakingRiskDashboardPage,flutter_app/lib/features/earn/presentation/pages/staking_risk_dashboard_page.dart,L2_sectionHub,detail,A,1,30,P2_MEDIUM_DENSITY_REVIEW,0,9,0,0,5,0,1,1,0,very_high_vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/earn/presentation/pages/staking_risk_dashboard_page.dart;flutter_app/lib/features/earn/presentation/widgets/staking_risk_dashboard_page_common.dart;flutter_app/lib/features/earn/presentation/widgets/staking_risk_dashboard_page_sections.dart,
markets,'/pair/:pairId/depth',MarketDepthPage,flutter_app/lib/features/markets/presentation/pages/market_depth_page.dart,L2_entityDetail,detail,A,3,30,P2_MEDIUM_DENSITY_REVIEW,0,11,1,0,0,0,1,1,0,very_high_vertical_gap_accumulation;spacer_inside_cards;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/markets/presentation/pages/market_depth_page.dart;flutter_app/lib/features/markets/presentation/widgets/market_depth_chart.dart;flutter_app/lib/features/markets/presentation/widgets/market_depth_common.dart;flutter_app/lib/features/markets/presentation/widgets/market_depth_order_book.dart;flutter_app/lib/features/markets/presentation/widgets/market_depth_tabs.dart;flutter_app/lib/features/markets/presentation/widgets/market_depth_whale_alerts.dart,
markets,AppRoutePaths.marketsDepth,MarketDepthPage,flutter_app/lib/features/markets/presentation/pages/market_depth_page.dart,L2_detail,detail,A,3,30,P2_MEDIUM_DENSITY_REVIEW,0,11,1,0,0,0,1,1,0,very_high_vertical_gap_accumulation;spacer_inside_cards;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/markets/presentation/pages/market_depth_page.dart;flutter_app/lib/features/markets/presentation/widgets/market_depth_chart.dart;flutter_app/lib/features/markets/presentation/widgets/market_depth_common.dart;flutter_app/lib/features/markets/presentation/widgets/market_depth_order_book.dart;flutter_app/lib/features/markets/presentation/widgets/market_depth_tabs.dart;flutter_app/lib/features/markets/presentation/widgets/market_depth_whale_alerts.dart,
profile,AppRoutePaths.profile,ProfilePage,flutter_app/lib/features/profile/presentation/pages/profile_page.dart,L1_primaryTabRoot,rootModule,B,13,30,P2_MEDIUM_DENSITY_REVIEW,0,3,0,0,4,1,0,1,2,bottom_nav_inset_pressure;root_top_chrome_first_viewport_cost,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/profile/presentation/pages/profile_page.dart;flutter_app/lib/features/profile/presentation/widgets/profile_home_arena_stats.dart;flutter_app/lib/features/profile/presentation/widgets/profile_home_hero.dart;flutter_app/lib/features/profile/presentation/widgets/profile_home_menu_actions.dart;flutter_app/lib/features/profile/presentation/widgets/profile_home_vip_prediction.dart,
admin,AppRoutePaths.adminAbtests,ABTestDashboard,flutter_app/lib/features/admin/presentation/pages/ab_test_dashboard.dart,L2_sectionHub,detail,A,0,29,P2_MEDIUM_DENSITY_REVIEW,0,10,1,0,2,0,1,1,1,very_high_vertical_gap_accumulation;spacer_inside_cards;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/admin/presentation/pages/ab_test_dashboard.dart;flutter_app/lib/features/admin/presentation/widgets/ab_test_dashboard_common.dart;flutter_app/lib/features/admin/presentation/widgets/ab_test_dashboard_sections.dart;flutter_app/lib/features/admin/presentation/widgets/admin_dashboard_state_content.dart,
discovery,AppRoutePaths.topicCrypto,TopicHubPage,flutter_app/lib/features/discovery/presentation/pages/topic_hub_page.dart,L1_utilityHub,detail,A,1,29,P2_MEDIUM_DENSITY_REVIEW,1,8,0,0,4,0,1,2,1,very_high_vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/discovery/presentation/pages/topic_hub_page.dart;flutter_app/lib/features/discovery/presentation/widgets/topic_hub_cards.dart;flutter_app/lib/features/discovery/presentation/widgets/topic_hub_common.dart;flutter_app/lib/features/discovery/presentation/widgets/topic_hub_header.dart;flutter_app/lib/features/discovery/presentation/widgets/topic_hub_sections.dart,
discovery,AppRoutePaths.topics,TopicHubPage,flutter_app/lib/features/discovery/presentation/pages/topic_hub_page.dart,L1_utilityHub,detail,A,1,29,P2_MEDIUM_DENSITY_REVIEW,1,8,0,0,4,0,1,2,1,very_high_vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/discovery/presentation/pages/topic_hub_page.dart;flutter_app/lib/features/discovery/presentation/widgets/topic_hub_cards.dart;flutter_app/lib/features/discovery/presentation/widgets/topic_hub_common.dart;flutter_app/lib/features/discovery/presentation/widgets/topic_hub_header.dart;flutter_app/lib/features/discovery/presentation/widgets/topic_hub_sections.dart,
earn,AppRoutePaths.earnSuitabilityAssessment,StakingSuitabilityAssessmentPage,flutter_app/lib/features/earn/presentation/pages/staking_suitability_assessment_page.dart,L3_transactionFlow,detail,A,0,29,P2_MEDIUM_DENSITY_REVIEW,0,9,0,0,5,0,1,1,0,very_high_vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/earn/presentation/pages/staking_suitability_assessment_page.dart;flutter_app/lib/features/earn/presentation/widgets/staking_suitability_assessment_page_common.dart;flutter_app/lib/features/earn/presentation/widgets/staking_suitability_assessment_page_sections.dart,
earn,AppRoutePaths.earnValidatorHealthMonitor,StakingValidatorHealthMonitorPage,flutter_app/lib/features/earn/presentation/pages/staking_validator_health_monitor_page.dart,L2_detail,detail,A,0,29,P2_MEDIUM_DENSITY_REVIEW,0,9,0,0,5,0,1,1,2,very_high_vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/earn/presentation/pages/staking_validator_health_monitor_page.dart;flutter_app/lib/features/earn/presentation/widgets/staking_validator_health_monitor_page_common.dart;flutter_app/lib/features/earn/presentation/widgets/staking_validator_health_monitor_page_sections.dart,
launchpad,AppRoutePaths.launchpadSample,LaunchpadDetailPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_detail_page.dart,L3_transactionFlow,detail,A,0,29,P2_MEDIUM_DENSITY_REVIEW,0,9,0,0,5,0,1,1,2,very_high_vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/launchpad/presentation/pages/launchpad_detail_page.dart,
news,AppRoutePaths.news,NewsPage,flutter_app/lib/features/news/presentation/pages/news_page.dart,L1_utilityHub,detail,A,6,29,P2_MEDIUM_DENSITY_REVIEW,0,7,0,0,4,0,1,3,3,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/news/presentation/pages/news_page.dart;flutter_app/lib/features/news/presentation/widgets/news_page_common.dart;flutter_app/lib/features/news/presentation/widgets/news_page_sections.dart,
p2p,AppRoutePaths.p2p,P2PHomePage,flutter_app/lib/features/p2p/presentation/pages/p2p_home_page.dart,L1_productModuleHub,rootModule,A,0,29,P2_MEDIUM_DENSITY_REVIEW,0,11,1,0,0,1,0,2,3,very_high_vertical_gap_accumulation;spacer_inside_cards;root_top_chrome_first_viewport_cost;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/p2p/presentation/pages/p2p_home_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_home_page_part_01.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_home_page_part_02.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_home_page_part_03.dart,
p2p,AppRoutePaths.p2pPaymentMethodAdd,P2PPaymentMethodAddPage,flutter_app/lib/features/p2p/presentation/pages/p2p_payment_method_add_page.dart,L3_transactionFlow,detail,A,4,29,P2_MEDIUM_DENSITY_REVIEW,0,4,0,0,8,0,1,1,1,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/p2p/presentation/pages/p2p_payment_method_add_page.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_payment_method_add_page_common.dart;flutter_app/lib/features/p2p/presentation/widgets/p2p_payment_method_add_page_sections.dart;flutter_app/lib/features/p2p/presentation/widgets/vit_p2p_flow_scaffold.dart,
profile,AppRoutePaths.profileSecurity,SecurityPage,flutter_app/lib/features/profile/presentation/pages/security_page.dart,L2_detail,detail,B,10,29,P2_MEDIUM_DENSITY_REVIEW,0,7,0,0,2,0,1,1,0,vertical_gap_accumulation;bottom_nav_inset_pressure,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/profile/presentation/pages/security_page.dart;flutter_app/lib/features/profile/presentation/widgets/security_page_common.dart;flutter_app/lib/features/profile/presentation/widgets/security_page_sections.dart,
profile,AppRoutePaths.settingsSecurity,SecurityPage,flutter_app/lib/features/profile/presentation/pages/security_page.dart,L2_utilityDetail,detail,B,10,29,P2_MEDIUM_DENSITY_REVIEW,0,7,0,0,2,0,1,1,0,vertical_gap_accumulation;bottom_nav_inset_pressure,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/profile/presentation/pages/security_page.dart;flutter_app/lib/features/profile/presentation/widgets/security_page_common.dart;flutter_app/lib/features/profile/presentation/widgets/security_page_sections.dart,
profile,AppRoutePaths.settingsSecurityBiometric,SecurityPage,flutter_app/lib/features/profile/presentation/pages/security_page.dart,L2_utilityDetail,detail,B,10,29,P2_MEDIUM_DENSITY_REVIEW,0,7,0,0,2,0,1,1,0,vertical_gap_accumulation;bottom_nav_inset_pressure,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/profile/presentation/pages/security_page.dart;flutter_app/lib/features/profile/presentation/widgets/security_page_common.dart;flutter_app/lib/features/profile/presentation/widgets/security_page_sections.dart,
profile,AppRoutePaths.settingsSecurityChangePassword,SecurityPage,flutter_app/lib/features/profile/presentation/pages/security_page.dart,L2_utilityDetail,detail,B,10,29,P2_MEDIUM_DENSITY_REVIEW,0,7,0,0,2,0,1,1,0,vertical_gap_accumulation;bottom_nav_inset_pressure,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/profile/presentation/pages/security_page.dart;flutter_app/lib/features/profile/presentation/widgets/security_page_common.dart;flutter_app/lib/features/profile/presentation/widgets/security_page_sections.dart,
arena,AppRoutePaths.arenaStudio,ArenaStudioPage,flutter_app/lib/features/arena/presentation/pages/arena_studio_page.dart,L2_detail,detail,A,1,28,P2_MEDIUM_DENSITY_REVIEW,0,13,0,0,0,0,1,1,5,very_high_vertical_gap_accumulation;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/arena/presentation/pages/arena_studio_page.dart;flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_stepper_title.dart;flutter_app/lib/features/arena/presentation/widgets/arena_studio_fee_banner.dart;flutter_app/lib/features/arena/presentation/widgets/arena_studio_footer.dart;flutter_app/lib/features/arena/presentation/widgets/arena_studio_stepper.dart;flutter_app/lib/features/arena/presentation/widgets/arena_studio_steps.dart;flutter_app/lib/features/arena/presentation/widgets/arena_viewport_padding.dart,
discovery,AppRoutePaths.search,UnifiedSearchPage,flutter_app/lib/features/discovery/presentation/pages/unified_search_page.dart,L1_utilityHub,detail,A,0,28,P2_MEDIUM_DENSITY_REVIEW,1,8,2,0,0,0,1,1,1,very_high_vertical_gap_accumulation;spacer_inside_cards;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/discovery/presentation/pages/unified_search_page.dart;flutter_app/lib/features/discovery/presentation/widgets/unified_search_common.dart;flutter_app/lib/features/discovery/presentation/widgets/unified_search_entity_cards.dart;flutter_app/lib/features/discovery/presentation/widgets/unified_search_prediction_arena_cards.dart;flutter_app/lib/features/discovery/presentation/widgets/unified_search_results.dart;flutter_app/lib/features/discovery/presentation/widgets/unified_search_shell.dart,
earn,AppRoutePaths.earnSavingsFAQ,SavingsFAQPage,flutter_app/lib/features/earn/presentation/pages/savings_faq_page.dart,L2_utilityDetail,detail,A,0,28,P2_MEDIUM_DENSITY_REVIEW,1,7,0,0,5,0,1,2,0,vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/earn/presentation/pages/savings_faq_page.dart;flutter_app/lib/features/earn/presentation/widgets/earn_custody_risk_banner.dart;flutter_app/lib/features/earn/presentation/widgets/savings_faq_page_common.dart;flutter_app/lib/features/earn/presentation/widgets/savings_faq_page_sections.dart,
launchpad,AppRoutePaths.launchpadEventLog,LaunchpadEventLogPage,flutter_app/lib/features/launchpad/presentation/pages/launchpad_event_log_page.dart,L2_detail,detail,A,1,28,P2_MEDIUM_DENSITY_REVIEW,0,10,0,0,3,0,1,3,2,very_high_vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/launchpad/presentation/pages/launchpad_event_log_page.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_event_log_export_widgets.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_event_log_filter_widgets.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_event_log_list_widgets.dart;flutter_app/lib/features/launchpad/presentation/widgets/launchpad_event_log_misc_widgets.dart,
wallet,AppRoutePaths.walletHistory,TransactionHistoryPage,flutter_app/lib/features/wallet/presentation/pages/transaction_history_page.dart,L2_utilityDetail,detail,B,9,28,P2_MEDIUM_DENSITY_REVIEW,0,2,0,0,7,0,1,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/wallet/presentation/pages/transaction_history_page.dart;flutter_app/lib/features/wallet/presentation/widgets/transaction_history_page_common.dart;flutter_app/lib/features/wallet/presentation/widgets/transaction_history_page_sections.dart,
earn,AppRoutePaths.earnSavingsAnalytics,SavingsAnalyticsPage,flutter_app/lib/features/earn/presentation/pages/savings_analytics_page.dart,L2_utilityDetail,detail,A,0,27,P2_MEDIUM_DENSITY_REVIEW,0,8,0,0,5,0,1,1,1,very_high_vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/earn/presentation/pages/savings_analytics_page.dart;flutter_app/lib/features/earn/presentation/widgets/earn_custody_risk_banner.dart;flutter_app/lib/features/earn/presentation/widgets/savings_analytics_charts_metrics.dart;flutter_app/lib/features/earn/presentation/widgets/savings_analytics_secondary_painters.dart;flutter_app/lib/features/earn/presentation/widgets/savings_analytics_summary_range.dart,
earn,AppRoutePaths.earnSavings,SavingsPage,flutter_app/lib/features/earn/presentation/pages/savings_page.dart,L2_detail,detail,A,0,27,P2_MEDIUM_DENSITY_REVIEW,0,8,0,0,5,0,1,1,1,very_high_vertical_gap_accumulation;bottom_nav_inset_pressure;official_audit_blind_spot;shared_component_compliant_but_sparse,Compact first viewport: reduce tall tokenized cards/gaps and verify first repeated/actionable section above bottom nav.,flutter_app/lib/features/earn/presentation/pages/savings_page.dart;flutter_app/lib/features/earn/presentation/widgets/savings_home_common.dart;flutter_app/lib/features/earn/presentation/widgets/savings_home_hero.dart;flutter_app/lib/features/earn/presentation/widgets/savings_home_positions.dart;flutter_app/lib/features/earn/presentation/widgets/savings_home_products.dart,
